Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Valor,NACIONALITAT_REGIO,SEXE
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,149,3,1
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,235,3,2
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,9,4,1
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,8,4,2
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,18,5,1
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,45,5,2
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,63,6,1
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,54,6,2
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,342,7,1
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,263,7,2
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,1655,8,1
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,1701,8,2
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,290,9,1
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,268,9,2
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,27,10,1
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,18,10,2
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,426,11,1
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,351,11,2
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,186,12,1
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,308,12,2
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,257,13,1
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,188,13,2
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,176,14,1
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,189,14,2
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,625,15,1
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,481,15,2
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,291,16,1
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,380,16,2
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,17786,17,1
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,15385,17,2
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,828,18,1
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,906,18,2
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,20,19,1
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,33,19,2
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,11,23,1
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,6,23,2
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,7,1,1
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,8,1,2
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,12,2,1
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,13,2,2
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,154,3,1
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,303,3,2
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,..,4,1
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,..,4,2
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,13,5,1
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,36,5,2
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,125,6,1
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,122,6,2
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,414,7,1
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,260,7,2
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,2380,8,1
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,1947,8,2
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,179,9,1
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,150,9,2
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,15,10,1
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,8,10,2
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,695,11,1
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,568,11,2
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,229,12,1
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,389,12,2
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,252,13,1
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,190,13,2
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,181,14,1
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,181,14,2
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,669,15,1
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,417,15,2
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,254,16,1
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,287,16,2
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,25338,17,1
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,22016,17,2
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,592,18,1
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,671,18,2
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,8,19,1
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,13,19,2
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,13,23,1
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,9,23,2
2025-01-01,2,Eixample,10,Sant Antoni,6,1,1
2025-01-01,2,Eixample,10,Sant Antoni,6,1,2
2025-01-01,2,Eixample,10,Sant Antoni,11,2,1
2025-01-01,2,Eixample,10,Sant Antoni,7,2,2
2025-01-01,2,Eixample,10,Sant Antoni,116,3,1
2025-01-01,2,Eixample,10,Sant Antoni,295,3,2
2025-01-01,2,Eixample,10,Sant Antoni,7,4,1
2025-01-01,2,Eixample,10,Sant Antoni,7,4,2
2025-01-01,2,Eixample,10,Sant Antoni,15,5,1
2025-01-01,2,Eixample,10,Sant Antoni,82,5,2
2025-01-01,2,Eixample,10,Sant Antoni,71,6,1
2025-01-01,2,Eixample,10,Sant Antoni,82,6,2
2025-01-01,2,Eixample,10,Sant Antoni,277,7,1
2025-01-01,2,Eixample,10,Sant Antoni,169,7,2
2025-01-01,2,Eixample,10,Sant Antoni,1312,8,1
2025-01-01,2,Eixample,10,Sant Antoni,1124,8,2
2025-01-01,2,Eixample,10,Sant Antoni,143,9,1
2025-01-01,2,Eixample,10,Sant Antoni,151,9,2
2025-01-01,2,Eixample,10,Sant Antoni,12,10,1
2025-01-01,2,Eixample,10,Sant Antoni,9,10,2
2025-01-01,2,Eixample,10,Sant Antoni,466,11,1
2025-01-01,2,Eixample,10,Sant Antoni,411,11,2
2025-01-01,2,Eixample,10,Sant Antoni,282,12,1
2025-01-01,2,Eixample,10,Sant Antoni,587,12,2
2025-01-01,2,Eixample,10,Sant Antoni,526,13,1
2025-01-01,2,Eixample,10,Sant Antoni,344,13,2
2025-01-01,2,Eixample,10,Sant Antoni,94,14,1
