Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Valor,LLOC_NAIX,EDAT_Q,SEXE
2015-01-01,1,Ciutat Vella,1,el Raval,952,1,0,1
2015-01-01,1,Ciutat Vella,1,el Raval,980,1,0,2
2015-01-01,1,Ciutat Vella,1,el Raval,681,1,1,1
2015-01-01,1,Ciutat Vella,1,el Raval,753,1,1,2
2015-01-01,1,Ciutat Vella,1,el Raval,454,1,2,1
2015-01-01,1,Ciutat Vella,1,el Raval,489,1,2,2
2015-01-01,1,Ciutat Vella,1,el Raval,322,1,3,1
2015-01-01,1,Ciutat Vella,1,el Raval,338,1,3,2
2015-01-01,1,Ciutat Vella,1,el Raval,294,1,4,1
2015-01-01,1,Ciutat Vella,1,el Raval,309,1,4,2
2015-01-01,1,Ciutat Vella,1,el Raval,256,1,5,1
2015-01-01,1,Ciutat Vella,1,el Raval,323,1,5,2
2015-01-01,1,Ciutat Vella,1,el Raval,274,1,6,1
2015-01-01,1,Ciutat Vella,1,el Raval,330,1,6,2
2015-01-01,1,Ciutat Vella,1,el Raval,344,1,7,1
2015-01-01,1,Ciutat Vella,1,el Raval,426,1,7,2
2015-01-01,1,Ciutat Vella,1,el Raval,399,1,8,1
2015-01-01,1,Ciutat Vella,1,el Raval,432,1,8,2
2015-01-01,1,Ciutat Vella,1,el Raval,383,1,9,1
2015-01-01,1,Ciutat Vella,1,el Raval,451,1,9,2
2015-01-01,1,Ciutat Vella,1,el Raval,336,1,10,1
2015-01-01,1,Ciutat Vella,1,el Raval,410,1,10,2
2015-01-01,1,Ciutat Vella,1,el Raval,305,1,11,1
2015-01-01,1,Ciutat Vella,1,el Raval,325,1,11,2
2015-01-01,1,Ciutat Vella,1,el Raval,223,1,12,1
2015-01-01,1,Ciutat Vella,1,el Raval,232,1,12,2
2015-01-01,1,Ciutat Vella,1,el Raval,238,1,13,1
2015-01-01,1,Ciutat Vella,1,el Raval,223,1,13,2
2015-01-01,1,Ciutat Vella,1,el Raval,214,1,14,1
2015-01-01,1,Ciutat Vella,1,el Raval,186,1,14,2
2015-01-01,1,Ciutat Vella,1,el Raval,223,1,15,1
2015-01-01,1,Ciutat Vella,1,el Raval,160,1,15,2
2015-01-01,1,Ciutat Vella,1,el Raval,269,1,16,1
2015-01-01,1,Ciutat Vella,1,el Raval,114,1,16,2
2015-01-01,1,Ciutat Vella,1,el Raval,217,1,17,1
2015-01-01,1,Ciutat Vella,1,el Raval,85,1,17,2
2015-01-01,1,Ciutat Vella,1,el Raval,103,1,18,1
2015-01-01,1,Ciutat Vella,1,el Raval,32,1,18,2
2015-01-01,1,Ciutat Vella,1,el Raval,18,1,19,1
2015-01-01,1,Ciutat Vella,1,el Raval,..,1,19,2
2015-01-01,1,Ciutat Vella,1,el Raval,..,1,20,1
2015-01-01,1,Ciutat Vella,1,el Raval,57,2,0,1
2015-01-01,1,Ciutat Vella,1,el Raval,48,2,0,2
2015-01-01,1,Ciutat Vella,1,el Raval,69,2,1,1
2015-01-01,1,Ciutat Vella,1,el Raval,78,2,1,2
2015-01-01,1,Ciutat Vella,1,el Raval,30,2,2,1
2015-01-01,1,Ciutat Vella,1,el Raval,35,2,2,2
2015-01-01,1,Ciutat Vella,1,el Raval,18,2,3,1
2015-01-01,1,Ciutat Vella,1,el Raval,20,2,3,2
2015-01-01,1,Ciutat Vella,1,el Raval,27,2,4,1
2015-01-01,1,Ciutat Vella,1,el Raval,23,2,4,2
2015-01-01,1,Ciutat Vella,1,el Raval,74,2,5,1
2015-01-01,1,Ciutat Vella,1,el Raval,57,2,5,2
2015-01-01,1,Ciutat Vella,1,el Raval,85,2,6,1
2015-01-01,1,Ciutat Vella,1,el Raval,92,2,6,2
2015-01-01,1,Ciutat Vella,1,el Raval,92,2,7,1
2015-01-01,1,Ciutat Vella,1,el Raval,116,2,7,2
2015-01-01,1,Ciutat Vella,1,el Raval,89,2,8,1
2015-01-01,1,Ciutat Vella,1,el Raval,111,2,8,2
2015-01-01,1,Ciutat Vella,1,el Raval,83,2,9,1
2015-01-01,1,Ciutat Vella,1,el Raval,78,2,9,2
2015-01-01,1,Ciutat Vella,1,el Raval,64,2,10,1
2015-01-01,1,Ciutat Vella,1,el Raval,71,2,10,2
2015-01-01,1,Ciutat Vella,1,el Raval,57,2,11,1
2015-01-01,1,Ciutat Vella,1,el Raval,57,2,11,2
2015-01-01,1,Ciutat Vella,1,el Raval,42,2,12,1
2015-01-01,1,Ciutat Vella,1,el Raval,46,2,12,2
2015-01-01,1,Ciutat Vella,1,el Raval,48,2,13,1
2015-01-01,1,Ciutat Vella,1,el Raval,51,2,13,2
2015-01-01,1,Ciutat Vella,1,el Raval,40,2,14,1
2015-01-01,1,Ciutat Vella,1,el Raval,41,2,14,2
2015-01-01,1,Ciutat Vella,1,el Raval,40,2,15,1
2015-01-01,1,Ciutat Vella,1,el Raval,33,2,15,2
2015-01-01,1,Ciutat Vella,1,el Raval,66,2,16,1
2015-01-01,1,Ciutat Vella,1,el Raval,41,2,16,2
2015-01-01,1,Ciutat Vella,1,el Raval,56,2,17,1
2015-01-01,1,Ciutat Vella,1,el Raval,19,2,17,2
2015-01-01,1,Ciutat Vella,1,el Raval,27,2,18,1
2015-01-01,1,Ciutat Vella,1,el Raval,7,2,18,2
2015-01-01,1,Ciutat Vella,1,el Raval,6,2,19,1
2015-01-01,1,Ciutat Vella,1,el Raval,..,2,19,2
2015-01-01,1,Ciutat Vella,1,el Raval,..,2,20,1
2015-01-01,1,Ciutat Vella,1,el Raval,9,3,0,1
2015-01-01,1,Ciutat Vella,1,el Raval,8,3,0,2
2015-01-01,1,Ciutat Vella,1,el Raval,14,3,1,1
2015-01-01,1,Ciutat Vella,1,el Raval,17,3,1,2
2015-01-01,1,Ciutat Vella,1,el Raval,7,3,2,1
2015-01-01,1,Ciutat Vella,1,el Raval,14,3,2,2
2015-01-01,1,Ciutat Vella,1,el Raval,..,3,3,1
2015-01-01,1,Ciutat Vella,1,el Raval,10,3,3,2
2015-01-01,1,Ciutat Vella,1,el Raval,37,3,4,1
2015-01-01,1,Ciutat Vella,1,el Raval,25,3,4,2
2015-01-01,1,Ciutat Vella,1,el Raval,159,3,5,1
2015-01-01,1,Ciutat Vella,1,el Raval,128,3,5,2
2015-01-01,1,Ciutat Vella,1,el Raval,205,3,6,1
2015-01-01,1,Ciutat Vella,1,el Raval,215,3,6,2
2015-01-01,1,Ciutat Vella,1,el Raval,145,3,7,1
2015-01-01,1,Ciutat Vella,1,el Raval,204,3,7,2
2015-01-01,1,Ciutat Vella,1,el Raval,118,3,8,1
2015-01-01,1,Ciutat Vella,1,el Raval,160,3,8,2
2015-01-01,1,Ciutat Vella,1,el Raval,125,3,9,1
2015-01-01,1,Ciutat Vella,1,el Raval,170,3,9,2
2015-01-01,1,Ciutat Vella,1,el Raval,151,3,10,1
2015-01-01,1,Ciutat Vella,1,el Raval,178,3,10,2
2015-01-01,1,Ciutat Vella,1,el Raval,179,3,11,1
2015-01-01,1,Ciutat Vella,1,el Raval,215,3,11,2
2015-01-01,1,Ciutat Vella,1,el Raval,229,3,12,1
2015-01-01,1,Ciutat Vella,1,el Raval,236,3,12,2
2015-01-01,1,Ciutat Vella,1,el Raval,272,3,13,1
2015-01-01,1,Ciutat Vella,1,el Raval,270,3,13,2
2015-01-01,1,Ciutat Vella,1,el Raval,256,3,14,1
2015-01-01,1,Ciutat Vella,1,el Raval,248,3,14,2
2015-01-01,1,Ciutat Vella,1,el Raval,302,3,15,1
2015-01-01,1,Ciutat Vella,1,el Raval,239,3,15,2
2015-01-01,1,Ciutat Vella,1,el Raval,283,3,16,1
2015-01-01,1,Ciutat Vella,1,el Raval,175,3,16,2
2015-01-01,1,Ciutat Vella,1,el Raval,227,3,17,1
2015-01-01,1,Ciutat Vella,1,el Raval,82,3,17,2
2015-01-01,1,Ciutat Vella,1,el Raval,100,3,18,1
2015-01-01,1,Ciutat Vella,1,el Raval,26,3,18,2
2015-01-01,1,Ciutat Vella,1,el Raval,22,3,19,1
2015-01-01,1,Ciutat Vella,1,el Raval,..,3,19,2
2015-01-01,1,Ciutat Vella,1,el Raval,8,3,20,1
2015-01-01,1,Ciutat Vella,1,el Raval,..,3,20,2
2015-01-01,1,Ciutat Vella,1,el Raval,16,4,0,1
2015-01-01,1,Ciutat Vella,1,el Raval,12,4,0,2
2015-01-01,1,Ciutat Vella,1,el Raval,11,4,1,1
2015-01-01,1,Ciutat Vella,1,el Raval,15,4,1,2
2015-01-01,1,Ciutat Vella,1,el Raval,18,4,2,1
2015-01-01,1,Ciutat Vella,1,el Raval,16,4,2,2
2015-01-01,1,Ciutat Vella,1,el Raval,12,4,3,1
2015-01-01,1,Ciutat Vella,1,el Raval,17,4,3,2
2015-01-01,1,Ciutat Vella,1,el Raval,224,4,4,1
2015-01-01,1,Ciutat Vella,1,el Raval,167,4,4,2
2015-01-01,1,Ciutat Vella,1,el Raval,499,4,5,1
2015-01-01,1,Ciutat Vella,1,el Raval,426,4,5,2
2015-01-01,1,Ciutat Vella,1,el Raval,480,4,6,1
2015-01-01,1,Ciutat Vella,1,el Raval,395,4,6,2
2015-01-01,1,Ciutat Vella,1,el Raval,258,4,7,1
2015-01-01,1,Ciutat Vella,1,el Raval,338,4,7,2
2015-01-01,1,Ciutat Vella,1,el Raval,124,4,8,1
2015-01-01,1,Ciutat Vella,1,el Raval,184,4,8,2
2015-01-01,1,Ciutat Vella,1,el Raval,94,4,9,1
2015-01-01,1,Ciutat Vella,1,el Raval,102,4,9,2
2015-01-01,1,Ciutat Vella,1,el Raval,59,4,10,1
2015-01-01,1,Ciutat Vella,1,el Raval,72,4,10,2
2015-01-01,1,Ciutat Vella,1,el Raval,34,4,11,1
2015-01-01,1,Ciutat Vella,1,el Raval,64,4,11,2
2015-01-01,1,Ciutat Vella,1,el Raval,25,4,12,1
2015-01-01,1,Ciutat Vella,1,el Raval,31,4,12,2
2015-01-01,1,Ciutat Vella,1,el Raval,17,4,13,1
2015-01-01,1,Ciutat Vella,1,el Raval,19,4,13,2
2015-01-01,1,Ciutat Vella,1,el Raval,9,4,14,1
2015-01-01,1,Ciutat Vella,1,el Raval,9,4,14,2
2015-01-01,1,Ciutat Vella,1,el Raval,..,4,15,1
2015-01-01,1,Ciutat Vella,1,el Raval,..,4,15,2
2015-01-01,1,Ciutat Vella,1,el Raval,6,4,16,1
2015-01-01,1,Ciutat Vella,1,el Raval,..,4,16,2
2015-01-01,1,Ciutat Vella,1,el Raval,7,4,17,1
2015-01-01,1,Ciutat Vella,1,el Raval,..,4,17,2
2015-01-01,1,Ciutat Vella,1,el Raval,..,4,18,1
2015-01-01,1,Ciutat Vella,1,el Raval,..,4,19,1
2015-01-01,1,Ciutat Vella,1,el Raval,66,5,0,1
2015-01-01,1,Ciutat Vella,1,el Raval,67,5,0,2
2015-01-01,1,Ciutat Vella,1,el Raval,173,5,1,1
2015-01-01,1,Ciutat Vella,1,el Raval,196,5,1,2
2015-01-01,1,Ciutat Vella,1,el Raval,297,5,2,1
2015-01-01,1,Ciutat Vella,1,el Raval,340,5,2,2
2015-01-01,1,Ciutat Vella,1,el Raval,475,5,3,1
2015-01-01,1,Ciutat Vella,1,el Raval,633,5,3,2
2015-01-01,1,Ciutat Vella,1,el Raval,738,5,4,1
2015-01-01,1,Ciutat Vella,1,el Raval,1192,5,4,2
2015-01-01,1,Ciutat Vella,1,el Raval,1078,5,5,1
2015-01-01,1,Ciutat Vella,1,el Raval,1666,5,5,2
2015-01-01,1,Ciutat Vella,1,el Raval,1285,5,6,1
2015-01-01,1,Ciutat Vella,1,el Raval,2121,5,6,2
2015-01-01,1,Ciutat Vella,1,el Raval,1194,5,7,1
2015-01-01,1,Ciutat Vella,1,el Raval,2254,5,7,2
2015-01-01,1,Ciutat Vella,1,el Raval,1055,5,8,1
2015-01-01,1,Ciutat Vella,1,el Raval,1746,5,8,2
2015-01-01,1,Ciutat Vella,1,el Raval,853,5,9,1
2015-01-01,1,Ciutat Vella,1,el Raval,1357,5,9,2
2015-01-01,1,Ciutat Vella,1,el Raval,685,5,10,1
2015-01-01,1,Ciutat Vella,1,el Raval,832,5,10,2
2015-01-01,1,Ciutat Vella,1,el Raval,468,5,11,1
2015-01-01,1,Ciutat Vella,1,el Raval,561,5,11,2
2015-01-01,1,Ciutat Vella,1,el Raval,306,5,12,1
2015-01-01,1,Ciutat Vella,1,el Raval,324,5,12,2
2015-01-01,1,Ciutat Vella,1,el Raval,194,5,13,1
2015-01-01,1,Ciutat Vella,1,el Raval,156,5,13,2
2015-01-01,1,Ciutat Vella,1,el Raval,127,5,14,1
2015-01-01,1,Ciutat Vella,1,el Raval,74,5,14,2
2015-01-01,1,Ciutat Vella,1,el Raval,66,5,15,1
2015-01-01,1,Ciutat Vella,1,el Raval,41,5,15,2
2015-01-01,1,Ciutat Vella,1,el Raval,19,5,16,1
2015-01-01,1,Ciutat Vella,1,el Raval,14,5,16,2
2015-01-01,1,Ciutat Vella,1,el Raval,8,5,17,1
2015-01-01,1,Ciutat Vella,1,el Raval,10,5,17,2
2015-01-01,1,Ciutat Vella,1,el Raval,..,5,18,1
2015-01-01,1,Ciutat Vella,1,el Raval,..,5,18,2
2015-01-01,1,Ciutat Vella,1,el Raval,..,5,19,2
2015-01-01,1,Ciutat Vella,1,el Raval,..,6,5,1
2015-01-01,1,Ciutat Vella,1,el Raval,..,6,5,2
2015-01-01,1,Ciutat Vella,1,el Raval,..,6,6,1
2015-01-01,1,Ciutat Vella,1,el Raval,..,6,6,2
2015-01-01,1,Ciutat Vella,1,el Raval,..,6,7,1
2015-01-01,1,Ciutat Vella,1,el Raval,..,6,7,2
2015-01-01,1,Ciutat Vella,1,el Raval,..,6,8,1
2015-01-01,1,Ciutat Vella,1,el Raval,..,6,9,2
2015-01-01,1,Ciutat Vella,1,el Raval,..,6,11,1
2015-01-01,1,Ciutat Vella,1,el Raval,..,6,12,1
2015-01-01,1,Ciutat Vella,1,el Raval,..,6,13,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,189,1,0,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,211,1,0,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,150,1,1,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,165,1,1,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,139,1,2,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,149,1,2,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,108,1,3,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,103,1,3,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,106,1,4,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,110,1,4,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,122,1,5,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,128,1,5,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,104,1,6,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,128,1,6,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,147,1,7,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,182,1,7,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,187,1,8,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,205,1,8,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,171,1,9,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,220,1,9,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,182,1,10,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,184,1,10,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,142,1,11,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,149,1,11,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,137,1,12,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,110,1,12,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,104,1,13,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,102,1,13,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,89,1,14,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,74,1,14,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,80,1,15,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,70,1,15,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,95,1,16,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,54,1,16,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,89,1,17,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,27,1,17,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,38,1,18,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,6,1,18,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1,19,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,19,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,20,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,8,2,0,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,2,0,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,2,1,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,2,1,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,8,2,2,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,2,2,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,2,3,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,7,2,3,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,19,2,4,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,2,4,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,28,2,5,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,25,2,5,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,45,2,6,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,54,2,6,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,37,2,7,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,52,2,7,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,42,2,8,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,48,2,8,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,33,2,9,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,47,2,9,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,44,2,10,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,49,2,10,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,35,2,11,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,44,2,11,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,25,2,12,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,26,2,12,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,24,2,13,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,37,2,13,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,15,2,14,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,24,2,14,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,20,2,15,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,19,2,15,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,22,2,16,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,18,2,16,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,33,2,17,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,2,17,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,18,2,18,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,16,2,18,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,8,2,19,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,19,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,2,20,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,20,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,3,0,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,3,0,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,7,3,1,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,3,1,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,8,3,2,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,3,2,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,3,3,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,3,3,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,17,3,4,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,14,3,4,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,74,3,5,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,63,3,5,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,88,3,6,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,100,3,6,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,94,3,7,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,97,3,7,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,58,3,8,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,73,3,8,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,52,3,9,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,55,3,9,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,64,3,10,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,88,3,10,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,61,3,11,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,88,3,11,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,73,3,12,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,105,3,12,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,82,3,13,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,104,3,13,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,100,3,14,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,90,3,14,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,107,3,15,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,68,3,15,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,101,3,16,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,79,3,16,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,67,3,17,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,27,3,17,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,54,3,18,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,3,18,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,3,19,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,6,3,19,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,3,20,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,3,20,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,4,0,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,4,0,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,4,1,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,4,1,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,4,2,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,4,2,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,4,3,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,4,3,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,183,4,4,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,106,4,4,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,329,4,5,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,279,4,5,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,298,4,6,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,295,4,6,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,154,4,7,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,229,4,7,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,82,4,8,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,144,4,8,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,63,4,9,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,93,4,9,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,31,4,10,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,48,4,10,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,22,4,11,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,41,4,11,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,18,4,12,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,24,4,12,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,14,4,13,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,19,4,13,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,4,14,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,4,14,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,4,15,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,4,15,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,8,4,16,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,4,16,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,4,17,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,4,17,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,4,18,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,4,18,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,8,5,0,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,14,5,0,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,29,5,1,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,42,5,1,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,46,5,2,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,37,5,2,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,44,5,3,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,72,5,3,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,194,5,4,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,197,5,4,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,379,5,5,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,451,5,5,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,346,5,6,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,529,5,6,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,319,5,7,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,497,5,7,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,194,5,8,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,292,5,8,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,155,5,9,1
